
param1:[07, 09, 10, 15, 24], param2:[ 04, 12] param3:[ 2023-03-29]
param1:[02, 06, 19, 24, 26], param2:[ 04, 06] param3:[ 2016-09-12]
param1:[03, 21, 30, 33, 35], param2:[ 01, 04] param3:[ 2016-09-10]
param1:[08, 11, 31, 34, 35], param2:[ 01, 02] param3:[ 2016-09-07]
param1:[01, 20, 22, 23, 30], param2:[ 06, 07] param3:[ 2016-09-05]
param1:[05, 14, 20, 23, 29], param2:[ 03, 11] param3:[ 2016-09-03]
param1:[03, 05, 06, 34, 35], param2:[ 03, 12] param3:[ 2016-08-31]
param1:[04, 06, 28, 33, 35], param2:[ 07, 12] param3:[ 2016-08-29]
param1:[08, 12, 19, 26, 30], param2:[ 02, 12] param3:[ 2016-08-27]
param1:[03, 04, 12, 14, 27], param2:[ 01, 05] param3:[ 2016-08-24]
param1:[08, 09, 11, 20, 29], param2:[ 04, 05] param3:[ 2016-08-22]
param1:[06, 08, 18, 31, 33], param2:[ 10, 12] param3:[ 2016-08-20]
param1:[01, 06, 08, 12, 21], param2:[ 05, 10] param3:[ 2016-08-17]
param1:[08, 12, 18, 19, 21], param2:[ 03, 06] param3:[ 2016-08-15]
param1:[01, 14, 16, 17, 18], param2:[ 05, 07] param3:[ 2016-08-13]
param1:[01, 08, 14, 30, 35], param2:[ 06, 07] param3:[ 2016-08-10]
param1:[02, 13, 31, 33, 34], param2:[ 07, 11] param3:[ 2016-08-08]
param1:[08, 13, 17, 21, 22], param2:[ 02, 08] param3:[ 2016-08-06]
param1:[04, 06, 08, 28, 32], param2:[ 07, 12] param3:[ 2016-08-03]
param1:[07, 14, 17, 28, 34], param2:[ 07, 10] param3:[ 2016-08-01]
param1:[04, 06, 17, 21, 30], param2:[ 06, 11] param3:[ 2016-07-30]
param1:[03, 16, 17, 23, 25], param2:[ 07, 09] param3:[ 2016-07-27]
param1:[03, 05, 22, 25, 30], param2:[ 07, 09] param3:[ 2016-07-25]
param1:[14, 15, 27, 31, 32], param2:[ 01, 07] param3:[ 2016-07-23]
param1:[08, 12, 15, 26, 35], param2:[ 01, 08] param3:[ 2016-07-20]
param1:[01, 05, 09, 33, 35], param2:[ 01, 05] param3:[ 2016-07-18]
param1:[03, 08, 23, 28, 29], param2:[ 02, 07] param3:[ 2016-07-16]
param1:[06, 07, 18, 21, 33], param2:[ 03, 08] param3:[ 2016-07-13]
param1:[15, 20, 29, 30, 33], param2:[ 07, 12] param3:[ 2016-07-11]
param1:[07, 14, 15, 20, 27], param2:[ 05, 10] param3:[ 2016-07-09]
param1:[07, 18, 29, 31, 35], param2:[ 05, 11] param3:[ 2016-07-06]
param1:[09, 11, 14, 16, 35], param2:[ 02, 05] param3:[ 2016-07-04]
param1:[03, 08, 10, 17, 31], param2:[ 05, 06] param3:[ 2016-07-02]
param1:[03, 07, 17, 22, 31], param2:[ 08, 12] param3:[ 2016-06-29]
param1:[01, 05, 07, 11, 14], param2:[ 03, 08] param3:[ 2016-06-27]
param1:[07, 14, 17, 24, 27], param2:[ 08, 10] param3:[ 2016-06-25]
param1:[16, 20, 24, 26, 31], param2:[ 04, 09] param3:[ 2016-06-22]
param1:[08, 15, 19, 20, 33], param2:[ 07, 12] param3:[ 2016-06-20]
param1:[02, 09, 13, 19, 23], param2:[ 05, 07] param3:[ 2016-06-18]
param1:[14, 17, 19, 23, 30], param2:[ 02, 09] param3:[ 2016-06-15]
param1:[05, 07, 22, 26, 34], param2:[ 07, 12] param3:[ 2016-06-13]
param1:[02, 08, 11, 13, 19], param2:[ 02, 08] param3:[ 2016-06-11]
param1:[10, 28, 29, 31, 33], param2:[ 05, 11] param3:[ 2016-06-08]
param1:[01, 09, 18, 22, 24], param2:[ 11, 12] param3:[ 2016-06-06]
param1:[01, 02, 10, 18, 35], param2:[ 05, 11] param3:[ 2016-06-04]
param1:[08, 12, 22, 27, 35], param2:[ 05, 09] param3:[ 2016-06-01]
param1:[02, 10, 14, 15, 35], param2:[ 01, 09] param3:[ 2016-05-30]
param1:[09, 15, 17, 21, 23], param2:[ 07, 12] param3:[ 2016-05-28]
param1:[02, 06, 22, 27, 34], param2:[ 08, 11] param3:[ 2016-05-25]
param1:[02, 10, 27, 28, 33], param2:[ 05, 07] param3:[ 2016-05-23]
param1:[02, 15, 17, 23, 28], param2:[ 05, 09] param3:[ 2016-05-21]
param1:[08, 17, 19, 23, 30], param2:[ 03, 08] param3:[ 2016-05-18]
param1:[10, 12, 14, 31, 35], param2:[ 04, 05] param3:[ 2016-05-16]
param1:[06, 21, 27, 30, 34], param2:[ 04, 09] param3:[ 2016-05-14]
param1:[02, 05, 09, 21, 30], param2:[ 06, 07] param3:[ 2016-05-11]
param1:[04, 13, 15, 30, 35], param2:[ 03, 05] param3:[ 2016-05-09]
param1:[08, 14, 19, 20, 33], param2:[ 10, 11] param3:[ 2016-05-07]
param1:[16, 21, 23, 24, 32], param2:[ 07, 08] param3:[ 2016-05-04]
param1:[07, 17, 21, 29, 35], param2:[ 04, 05] param3:[ 2016-05-02]
param1:[03, 04, 05, 27, 33], param2:[ 04, 09] param3:[ 2016-04-30]
param1:[04, 12, 17, 25, 27], param2:[ 04, 10] param3:[ 2016-04-27]
param1:[02, 03, 23, 29, 32], param2:[ 05, 09] param3:[ 2016-04-25]
param1:[03, 19, 22, 32, 34], param2:[ 08, 12] param3:[ 2016-04-23]
param1:[07, 11, 25, 30, 33], param2:[ 02, 08] param3:[ 2016-04-20]
param1:[01, 06, 10, 20, 31], param2:[ 05, 11] param3:[ 2016-04-18]
param1:[01, 09, 16, 33, 34], param2:[ 09, 12] param3:[ 2016-04-16]
param1:[02, 06, 08, 19, 24], param2:[ 01, 06] param3:[ 2016-04-13]
param1:[12, 23, 24, 27, 34], param2:[ 03, 06] param3:[ 2016-04-11]
param1:[20, 22, 29, 30, 35], param2:[ 01, 06] param3:[ 2016-04-09]
param1:[01, 08, 16, 22, 28], param2:[ 04, 05] param3:[ 2016-04-06]
param1:[03, 07, 09, 15, 33], param2:[ 05, 12] param3:[ 2016-04-04]
param1:[03, 05, 13, 24, 34], param2:[ 03, 05] param3:[ 2016-04-02]
param1:[07, 15, 26, 30, 31], param2:[ 03, 06] param3:[ 2016-03-30]
param1:[17, 22, 24, 25, 29], param2:[ 09, 12] param3:[ 2016-03-28]
param1:[14, 18, 31, 32, 35], param2:[ 09, 10] param3:[ 2016-03-26]
param1:[03, 14, 15, 31, 35], param2:[ 09, 10] param3:[ 2016-03-23]
param1:[05, 09, 14, 20, 33], param2:[ 05, 12] param3:[ 2016-03-21]
param1:[03, 14, 24, 27, 29], param2:[ 04, 11] param3:[ 2016-03-19]
param1:[10, 19, 21, 29, 33], param2:[ 04, 06] param3:[ 2016-03-16]
param1:[20, 26, 27, 29, 32], param2:[ 05, 12] param3:[ 2016-03-14]
param1:[13, 18, 20, 23, 31], param2:[ 03, 06] param3:[ 2016-03-12]
param1:[06, 11, 13, 15, 28], param2:[ 02, 06] param3:[ 2016-03-09]
param1:[02, 06, 29, 30, 34], param2:[ 01, 07] param3:[ 2016-03-07]
param1:[03, 06, 13, 23, 24], param2:[ 07, 10] param3:[ 2016-03-05]
param1:[01, 02, 11, 15, 18], param2:[ 04, 08] param3:[ 2016-03-02]
param1:[04, 09, 14, 25, 27], param2:[ 06, 11] param3:[ 2016-02-29]
param1:[04, 18, 21, 30, 35], param2:[ 02, 11] param3:[ 2016-02-27]
param1:[01, 04, 09, 10, 35], param2:[ 09, 11] param3:[ 2016-02-24]
param1:[01, 16, 22, 29, 30], param2:[ 02, 09] param3:[ 2016-02-22]
param1:[04, 11, 15, 20, 26], param2:[ 08, 09] param3:[ 2016-02-20]
param1:[05, 10, 13, 27, 33], param2:[ 08, 11] param3:[ 2016-02-17]
param1:[11, 18, 24, 28, 29], param2:[ 05, 10] param3:[ 2016-02-15]
param1:[03, 10, 22, 29, 32], param2:[ 02, 05] param3:[ 2016-02-06]
param1:[01, 04, 10, 13, 30], param2:[ 03, 09] param3:[ 2016-02-03]
param1:[06, 08, 21, 24, 27], param2:[ 02, 10] param3:[ 2016-02-01]
param1:[03, 21, 23, 31, 35], param2:[ 02, 11] param3:[ 2016-01-30]
param1:[05, 07, 11, 23, 28], param2:[ 03, 12] param3:[ 2016-01-27]
param1:[02, 08, 10, 15, 23], param2:[ 05, 10] param3:[ 2016-01-25]
param1:[12, 13, 15, 16, 28], param2:[ 02, 05] param3:[ 2016-01-23]
param1:[05, 08, 10, 17, 20], param2:[ 02, 12] param3:[ 2016-01-20]
param1:[05, 12, 31, 34, 35], param2:[ 04, 05] param3:[ 2016-01-18]
param1:[02, 05, 14, 32, 35], param2:[ 01, 03] param3:[ 2016-01-16]
param1:[14, 16, 17, 22, 24], param2:[ 02, 09] param3:[ 2016-01-13]
param1:[06, 09, 12, 15, 20], param2:[ 08, 11] param3:[ 2016-01-11]
param1:[10, 20, 23, 32, 35], param2:[ 09, 10] param3:[ 2016-01-09]
param1:[04, 12, 17, 22, 26], param2:[ 06, 07] param3:[ 2016-01-06]
param1:[07, 12, 18, 25, 35], param2:[ 07, 09] param3:[ 2016-01-04]
param1:[01, 07, 19, 20, 30], param2:[ 05, 10] param3:[ 2016-01-02]
param1:[01, 07, 22, 27, 33], param2:[ 02, 11] param3:[ 2015-12-30]
param1:[04, 05, 22, 29, 35], param2:[ 02, 11] param3:[ 2015-12-28]
param1:[15, 16, 18, 30, 35], param2:[ 01, 07] param3:[ 2015-12-26]
param1:[04, 13, 18, 25, 33], param2:[ 03, 07] param3:[ 2015-12-23]
param1:[04, 06, 10, 12, 28], param2:[ 02, 08] param3:[ 2015-12-21]
param1:[08, 11, 27, 31, 33], param2:[ 08, 09] param3:[ 2015-12-19]
param1:[01, 02, 13, 18, 19], param2:[ 08, 10] param3:[ 2015-12-16]
param1:[04, 15, 19, 27, 31], param2:[ 04, 11] param3:[ 2015-12-14]
param1:[06, 07, 20, 29, 32], param2:[ 11, 12] param3:[ 2015-12-12]
param1:[01, 09, 24, 26, 29], param2:[ 06, 11] param3:[ 2015-12-09]
param1:[09, 20, 31, 33, 35], param2:[ 10, 11] param3:[ 2015-12-07]
param1:[12, 14, 22, 26, 30], param2:[ 03, 06] param3:[ 2015-12-05]
param1:[02, 04, 15, 19, 31], param2:[ 02, 03] param3:[ 2015-12-02]
param1:[01, 11, 15, 26, 35], param2:[ 06, 11] param3:[ 2015-11-30]
param1:[02, 03, 05, 25, 32], param2:[ 05, 07] param3:[ 2015-11-28]
param1:[01, 16, 20, 29, 32], param2:[ 04, 07] param3:[ 2015-11-25]
param1:[14, 17, 21, 23, 26], param2:[ 08, 11] param3:[ 2015-11-23]
param1:[05, 20, 23, 29, 32], param2:[ 02, 10] param3:[ 2015-11-21]
param1:[05, 16, 20, 25, 29], param2:[ 06, 08] param3:[ 2015-11-18]
param1:[01, 02, 06, 15, 35], param2:[ 04, 07] param3:[ 2015-11-16]
param1:[03, 07, 08, 25, 30], param2:[ 04, 08] param3:[ 2015-11-14]
param1:[03, 08, 14, 18, 27], param2:[ 01, 05] param3:[ 2015-11-11]
param1:[11, 17, 19, 20, 27], param2:[ 02, 03] param3:[ 2015-11-09]
param1:[17, 25, 31, 32, 34], param2:[ 02, 12] param3:[ 2015-11-07]
param1:[01, 06, 23, 25, 29], param2:[ 03, 09] param3:[ 2015-11-04]
param1:[10, 12, 23, 30, 32], param2:[ 03, 04] param3:[ 2015-11-02]
param1:[09, 11, 14, 19, 30], param2:[ 03, 08] param3:[ 2015-10-31]
param1:[04, 05, 08, 09, 21], param2:[ 03, 06] param3:[ 2015-10-28]
param1:[02, 03, 15, 17, 28], param2:[ 08, 10] param3:[ 2015-10-26]
param1:[04, 06, 12, 31, 32], param2:[ 03, 06] param3:[ 2015-10-24]
param1:[04, 15, 27, 29, 30], param2:[ 02, 10] param3:[ 2015-10-21]
param1:[11, 13, 15, 26, 35], param2:[ 06, 11] param3:[ 2015-10-19]
param1:[02, 04, 17, 27, 28], param2:[ 04, 06] param3:[ 2015-10-17]
param1:[01, 09, 15, 24, 32], param2:[ 05, 10] param3:[ 2015-10-14]
param1:[01, 08, 12, 16, 21], param2:[ 06, 11] param3:[ 2015-10-12]
param1:[03, 07, 20, 24, 31], param2:[ 04, 09] param3:[ 2015-10-10]
param1:[06, 17, 20, 30, 33], param2:[ 10, 11] param3:[ 2015-10-07]
param1:[07, 10, 19, 24, 33], param2:[ 03, 07] param3:[ 2015-10-05]
param1:[08, 12, 13, 14, 16], param2:[ 03, 09] param3:[ 2015-10-03]
param1:[09, 18, 24, 31, 34], param2:[ 02, 10] param3:[ 2015-09-30]
param1:[01, 14, 21, 29, 33], param2:[ 02, 10] param3:[ 2015-09-28]
param1:[04, 05, 15, 19, 28], param2:[ 04, 11] param3:[ 2015-09-26]
param1:[07, 08, 16, 24, 28], param2:[ 03, 10] param3:[ 2015-09-23]
param1:[02, 07, 10, 22, 30], param2:[ 07, 11] param3:[ 2015-09-21]
param1:[01, 06, 11, 22, 31], param2:[ 03, 12] param3:[ 2015-09-19]
param1:[01, 13, 16, 26, 31], param2:[ 07, 12] param3:[ 2015-09-16]
param1:[03, 23, 25, 28, 29], param2:[ 06, 07] param3:[ 2015-09-14]
param1:[02, 11, 13, 22, 30], param2:[ 02, 03] param3:[ 2015-09-12]
param1:[08, 09, 15, 21, 27], param2:[ 05, 09] param3:[ 2015-09-09]
param1:[16, 19, 25, 30, 34], param2:[ 04, 09] param3:[ 2015-09-07]
param1:[07, 09, 15, 25, 34], param2:[ 04, 10] param3:[ 2015-09-05]
param1:[11, 14, 15, 33, 34], param2:[ 03, 12] param3:[ 2015-09-02]
param1:[06, 12, 17, 18, 32], param2:[ 07, 12] param3:[ 2015-08-31]
param1:[09, 15, 18, 23, 32], param2:[ 05, 07] param3:[ 2015-08-29]
param1:[09, 12, 14, 22, 25], param2:[ 05, 10] param3:[ 2015-08-26]
param1:[09, 14, 21, 27, 33], param2:[ 06, 09] param3:[ 2015-08-24]
param1:[04, 16, 17, 26, 27], param2:[ 01, 04] param3:[ 2015-08-22]
param1:[03, 09, 12, 18, 21], param2:[ 02, 06] param3:[ 2015-08-19]
param1:[08, 14, 26, 34, 35], param2:[ 05, 10] param3:[ 2015-08-17]
param1:[02, 03, 10, 11, 29], param2:[ 03, 07] param3:[ 2015-08-15]
param1:[16, 17, 25, 26, 27], param2:[ 02, 04] param3:[ 2015-08-12]
param1:[02, 14, 21, 27, 34], param2:[ 05, 08] param3:[ 2015-08-10]
param1:[02, 07, 28, 29, 30], param2:[ 03, 07] param3:[ 2015-08-08]
param1:[06, 09, 11, 17, 21], param2:[ 06, 08] param3:[ 2015-08-05]
param1:[05, 12, 18, 20, 27], param2:[ 10, 12] param3:[ 2015-08-03]
param1:[05, 15, 28, 31, 34], param2:[ 11, 12] param3:[ 2015-08-01]
param1:[02, 05, 15, 17, 22], param2:[ 01, 11] param3:[ 2015-07-29]
param1:[05, 09, 11, 15, 32], param2:[ 04, 09] param3:[ 2015-07-27]
param1:[02, 03, 04, 06, 16], param2:[ 03, 12] param3:[ 2015-07-25]
param1:[10, 20, 21, 32, 34], param2:[ 06, 07] param3:[ 2015-07-22]
param1:[14, 16, 19, 25, 29], param2:[ 10, 12] param3:[ 2015-07-20]
param1:[08, 15, 28, 31, 33], param2:[ 03, 06] param3:[ 2015-07-18]
param1:[03, 04, 10, 13, 17], param2:[ 05, 09] param3:[ 2015-07-15]
param1:[14, 20, 29, 30, 32], param2:[ 03, 08] param3:[ 2015-07-13]
param1:[01, 09, 17, 23, 24], param2:[ 04, 05] param3:[ 2015-07-11]
param1:[19, 24, 26, 28, 33], param2:[ 01, 02] param3:[ 2015-07-08]
param1:[01, 16, 17, 22, 28], param2:[ 02, 09] param3:[ 2015-07-06]
param1:[03, 19, 21, 31, 34], param2:[ 05, 12] param3:[ 2015-07-04]
param1:[13, 14, 26, 27, 33], param2:[ 10, 12] param3:[ 2015-07-01]
param1:[01, 12, 21, 27, 33], param2:[ 04, 09] param3:[ 2015-06-29]
param1:[09, 26, 27, 30, 34], param2:[ 01, 06] param3:[ 2015-06-27]
param1:[19, 20, 21, 31, 33], param2:[ 09, 10] param3:[ 2015-06-24]
param1:[04, 06, 13, 16, 34], param2:[ 04, 10] param3:[ 2015-06-22]
param1:[03, 09, 12, 17, 18], param2:[ 04, 12] param3:[ 2015-06-20]
param1:[02, 09, 11, 22, 25], param2:[ 01, 07] param3:[ 2015-06-17]
param1:[02, 03, 20, 31, 35], param2:[ 04, 08] param3:[ 2015-06-15]
param1:[04, 10, 18, 24, 27], param2:[ 04, 11] param3:[ 2015-06-13]
param1:[01, 03, 07, 13, 29], param2:[ 02, 10] param3:[ 2015-06-10]
param1:[04, 05, 07, 13, 35], param2:[ 08, 11] param3:[ 2015-06-08]
param1:[02, 08, 20, 28, 31], param2:[ 07, 10] param3:[ 2015-06-06]
param1:[01, 04, 06, 34, 35], param2:[ 02, 04] param3:[ 2015-06-03]
param1:[06, 07, 13, 14, 15], param2:[ 01, 04] param3:[ 2015-06-01]
param1:[06, 07, 08, 16, 22], param2:[ 02, 10] param3:[ 2015-05-30]
param1:[16, 24, 25, 26, 33], param2:[ 04, 11] param3:[ 2015-05-27]
param1:[07, 09, 19, 23, 32], param2:[ 01, 03] param3:[ 2015-05-25]
param1:[10, 14, 20, 27, 30], param2:[ 07, 12] param3:[ 2015-05-23]
param1:[01, 05, 07, 14, 26], param2:[ 04, 06] param3:[ 2015-05-20]
param1:[06, 12, 19, 26, 35], param2:[ 03, 10] param3:[ 2015-05-18]
param1:[06, 11, 14, 20, 30], param2:[ 05, 10] param3:[ 2015-05-16]
param1:[02, 09, 15, 24, 34], param2:[ 03, 09] param3:[ 2015-05-13]
param1:[08, 25, 28, 29, 32], param2:[ 04, 07] param3:[ 2015-05-11]
param1:[13, 19, 24, 27, 29], param2:[ 07, 08] param3:[ 2015-05-09]
param1:[01, 02, 11, 16, 21], param2:[ 01, 05] param3:[ 2015-05-06]
param1:[06, 07, 10, 20, 28], param2:[ 02, 07] param3:[ 2015-05-04]
param1:[08, 09, 11, 15, 22], param2:[ 08, 10] param3:[ 2015-05-02]
param1:[10, 11, 22, 24, 33], param2:[ 02, 09] param3:[ 2015-04-29]
param1:[01, 02, 17, 23, 31], param2:[ 05, 12] param3:[ 2015-04-27]
param1:[05, 07, 10, 22, 26], param2:[ 04, 10] param3:[ 2015-04-25]
param1:[08, 09, 22, 29, 30], param2:[ 08, 12] param3:[ 2015-04-22]
param1:[16, 18, 27, 31, 33], param2:[ 01, 03] param3:[ 2015-04-20]
param1:[02, 20, 22, 25, 29], param2:[ 02, 07] param3:[ 2015-04-18]
param1:[03, 07, 12, 17, 24], param2:[ 02, 11] param3:[ 2015-04-15]
param1:[01, 11, 21, 23, 28], param2:[ 01, 10] param3:[ 2015-04-13]
param1:[02, 09, 10, 23, 35], param2:[ 09, 12] param3:[ 2015-04-11]
param1:[03, 06, 07, 16, 25], param2:[ 01, 06] param3:[ 2015-04-08]
param1:[12, 19, 22, 31, 35], param2:[ 07, 08] param3:[ 2015-04-06]
param1:[10, 16, 21, 28, 31], param2:[ 07, 08] param3:[ 2015-04-04]
param1:[14, 18, 20, 23, 24], param2:[ 04, 08] param3:[ 2015-04-01]
param1:[22, 24, 29, 30, 35], param2:[ 01, 10] param3:[ 2015-03-30]
param1:[04, 08, 15, 18, 26], param2:[ 05, 09] param3:[ 2015-03-28]
param1:[03, 17, 22, 26, 28], param2:[ 03, 07] param3:[ 2015-03-25]
param1:[06, 21, 25, 27, 30], param2:[ 07, 11] param3:[ 2015-03-23]
param1:[07, 21, 29, 32, 33], param2:[ 04, 12] param3:[ 2015-03-21]
param1:[09, 18, 19, 26, 31], param2:[ 02, 05] param3:[ 2015-03-18]
param1:[07, 10, 19, 30, 35], param2:[ 03, 05] param3:[ 2015-03-16]
param1:[03, 09, 28, 32, 33], param2:[ 09, 10] param3:[ 2015-03-14]
param1:[05, 21, 22, 25, 28], param2:[ 03, 10] param3:[ 2015-03-11]
param1:[11, 13, 14, 15, 22], param2:[ 02, 08] param3:[ 2015-03-09]
param1:[07, 10, 20, 22, 27], param2:[ 10, 11] param3:[ 2015-03-07]
param1:[02, 06, 08, 16, 34], param2:[ 03, 04] param3:[ 2015-03-04]
param1:[06, 09, 11, 12, 22], param2:[ 03, 11] param3:[ 2015-03-02]
param1:[09, 11, 14, 15, 26], param2:[ 11, 12] param3:[ 2015-02-28]
param1:[22, 23, 24, 26, 31], param2:[ 05, 06] param3:[ 2015-02-25]
param1:[11, 26, 28, 29, 32], param2:[ 01, 04] param3:[ 2015-02-16]
param1:[02, 08, 16, 22, 24], param2:[ 01, 03] param3:[ 2015-02-14]
param1:[04, 07, 10, 23, 31], param2:[ 03, 07] param3:[ 2015-02-11]
param1:[07, 13, 16, 17, 29], param2:[ 01, 07] param3:[ 2015-02-09]
param1:[06, 07, 16, 20, 34], param2:[ 09, 11] param3:[ 2015-02-07]
param1:[01, 05, 13, 17, 32], param2:[ 04, 11] param3:[ 2015-02-04]
param1:[08, 16, 25, 29, 35], param2:[ 03, 10] param3:[ 2015-02-02]
param1:[11, 15, 25, 28, 35], param2:[ 07, 10] param3:[ 2015-01-31]
param1:[03, 04, 06, 11, 31], param2:[ 05, 09] param3:[ 2015-01-28]
param1:[04, 13, 22, 25, 30], param2:[ 01, 06] param3:[ 2015-01-26]
param1:[02, 06, 17, 30, 35], param2:[ 02, 07] param3:[ 2015-01-24]
param1:[17, 22, 26, 27, 33], param2:[ 06, 10] param3:[ 2015-01-21]
param1:[07, 10, 11, 15, 17], param2:[ 03, 10] param3:[ 2015-01-19]
param1:[02, 07, 08, 14, 31], param2:[ 04, 08] param3:[ 2015-01-17]
param1:[06, 08, 30, 32, 33], param2:[ 03, 07] param3:[ 2015-01-14]
param1:[11, 14, 15, 18, 19], param2:[ 07, 08] param3:[ 2015-01-12]
param1:[03, 12, 14, 18, 28], param2:[ 05, 06] param3:[ 2015-01-10]
param1:[12, 19, 27, 28, 34], param2:[ 01, 12] param3:[ 2015-01-07]
param1:[03, 14, 20, 26, 32], param2:[ 06, 10] param3:[ 2015-01-05]
param1:[08, 09, 19, 27, 30], param2:[ 06, 07] param3:[ 2015-01-03]
param1:[05, 12, 17, 23, 28], param2:[ 02, 09] param3:[ 2014-12-31]
param1:[01, 08, 13, 24, 32], param2:[ 05, 10] param3:[ 2014-12-29]
param1:[05, 12, 18, 24, 33], param2:[ 01, 05] param3:[ 2014-12-27]
param1:[03, 08, 26, 31, 32], param2:[ 08, 12] param3:[ 2014-12-24]
param1:[19, 21, 30, 33, 35], param2:[ 05, 07] param3:[ 2014-12-22]
param1:[02, 13, 19, 26, 35], param2:[ 01, 05] param3:[ 2014-12-20]
param1:[03, 09, 10, 11, 20], param2:[ 07, 09] param3:[ 2014-12-17]
param1:[05, 09, 14, 26, 34], param2:[ 02, 09] param3:[ 2014-12-15]
param1:[02, 16, 23, 24, 28], param2:[ 10, 11] param3:[ 2014-12-13]
param1:[15, 19, 22, 24, 26], param2:[ 10, 11] param3:[ 2014-12-10]
param1:[01, 21, 24, 25, 35], param2:[ 04, 11] param3:[ 2014-12-08]
param1:[01, 11, 14, 18, 25], param2:[ 06, 10] param3:[ 2014-12-06]
param1:[18, 21, 25, 28, 30], param2:[ 04, 06] param3:[ 2014-12-03]
param1:[04, 17, 20, 26, 29], param2:[ 05, 08] param3:[ 2014-12-01]
param1:[01, 19, 20, 25, 34], param2:[ 07, 12] param3:[ 2014-11-29]
param1:[03, 05, 07, 15, 34], param2:[ 01, 10] param3:[ 2014-11-26]
param1:[01, 07, 29, 32, 34], param2:[ 09, 12] param3:[ 2014-11-24]
param1:[02, 11, 16, 22, 34], param2:[ 02, 05] param3:[ 2014-11-22]
param1:[04, 18, 20, 34, 35], param2:[ 07, 11] param3:[ 2014-11-19]
param1:[20, 26, 28, 30, 35], param2:[ 09, 12] param3:[ 2014-11-17]
param1:[02, 05, 07, 11, 32], param2:[ 09, 12] param3:[ 2014-11-15]
param1:[02, 08, 12, 14, 18], param2:[ 04, 12] param3:[ 2014-11-12]
param1:[01, 03, 04, 19, 32], param2:[ 01, 07] param3:[ 2014-11-10]
param1:[03, 16, 19, 23, 27], param2:[ 03, 07] param3:[ 2014-11-08]
param1:[02, 18, 31, 32, 33], param2:[ 05, 07] param3:[ 2014-11-05]
param1:[07, 22, 28, 30, 32], param2:[ 05, 06] param3:[ 2014-11-03]
param1:[02, 04, 16, 22, 34], param2:[ 08, 11] param3:[ 2014-11-01]
param1:[02, 04, 06, 15, 19], param2:[ 02, 11] param3:[ 2014-10-29]
param1:[02, 09, 22, 30, 34], param2:[ 09, 10] param3:[ 2014-10-27]
param1:[12, 15, 19, 23, 31], param2:[ 04, 10] param3:[ 2014-10-25]
param1:[01, 03, 28, 29, 35], param2:[ 08, 12] param3:[ 2014-10-22]
param1:[01, 09, 12, 22, 25], param2:[ 02, 09] param3:[ 2014-10-20]
param1:[03, 10, 25, 26, 35], param2:[ 01, 07] param3:[ 2014-10-18]
param1:[13, 16, 18, 22, 32], param2:[ 08, 10] param3:[ 2014-10-15]
param1:[01, 04, 06, 18, 33], param2:[ 05, 11] param3:[ 2014-10-13]
param1:[04, 08, 09, 13, 18], param2:[ 08, 12] param3:[ 2014-10-11]
param1:[02, 03, 23, 24, 26], param2:[ 05, 11] param3:[ 2014-10-08]
param1:[03, 14, 17, 18, 33], param2:[ 06, 09] param3:[ 2014-10-06]
param1:[06, 13, 15, 24, 27], param2:[ 04, 05] param3:[ 2014-10-04]
param1:[01, 05, 26, 29, 30], param2:[ 02, 10] param3:[ 2014-10-01]
param1:[03, 16, 24, 30, 33], param2:[ 05, 08] param3:[ 2014-09-29]
param1:[02, 13, 17, 19, 23], param2:[ 01, 06] param3:[ 2014-09-27]
param1:[03, 05, 14, 18, 32], param2:[ 02, 10] param3:[ 2014-09-24]
param1:[11, 16, 18, 20, 29], param2:[ 03, 04] param3:[ 2014-09-22]
param1:[09, 18, 19, 22, 24], param2:[ 08, 11] param3:[ 2014-09-20]
param1:[15, 18, 20, 21, 23], param2:[ 01, 02] param3:[ 2014-09-17]
param1:[01, 02, 13, 23, 35], param2:[ 09, 12] param3:[ 2014-09-15]
param1:[05, 13, 14, 21, 34], param2:[ 08, 10] param3:[ 2014-09-13]
param1:[05, 09, 11, 20, 22], param2:[ 05, 11] param3:[ 2014-09-10]
param1:[04, 10, 26, 29, 32], param2:[ 04, 08] param3:[ 2014-09-08]
param1:[07, 13, 14, 28, 32], param2:[ 04, 11] param3:[ 2014-09-06]
param1:[14, 20, 23, 25, 26], param2:[ 10, 12] param3:[ 2014-09-03]
param1:[01, 07, 14, 19, 20], param2:[ 03, 12] param3:[ 2014-09-01]
param1:[09, 10, 12, 17, 28], param2:[ 03, 11] param3:[ 2014-08-30]
param1:[02, 04, 08, 12, 35], param2:[ 01, 07] param3:[ 2014-08-27]
param1:[15, 21, 22, 23, 33], param2:[ 01, 07] param3:[ 2014-08-25]
param1:[16, 18, 22, 25, 35], param2:[ 03, 10] param3:[ 2014-08-23]
param1:[03, 15, 20, 21, 23], param2:[ 07, 09] param3:[ 2014-08-20]
param1:[03, 07, 21, 23, 31], param2:[ 05, 10] param3:[ 2014-08-18]
param1:[06, 22, 30, 31, 34], param2:[ 05, 06] param3:[ 2014-08-16]
param1:[13, 14, 24, 25, 34], param2:[ 04, 07] param3:[ 2014-08-13]
param1:[03, 08, 30, 32, 34], param2:[ 09, 11] param3:[ 2014-08-11]
param1:[02, 18, 27, 30, 32], param2:[ 05, 11] param3:[ 2014-08-09]
param1:[10, 16, 18, 29, 32], param2:[ 02, 07] param3:[ 2014-08-06]
